,unique.code,S_C,S_SC,S_L,S_S,longitude,latitude,year,season,Argentina.sialis,Aristostomias.scintillans,Bathophilus.flemingi,Bathylagoides.wesethi,Bathylagus.pacificus,Brosmophycis.marginata,Ceratoscopelus.townsendi,Chauliodus.macouni,Chromis.punctipinnis,Cololabis.saira,Diogenichthys.atlanticus,Diogenichthys.laternatus,Electrona.risso,Embassichthys.bathybius,Engraulis.mordax,Gempylidae,Girella.nigricans,Glyptocephalus.zachirus,Hemilepidotus.spinosus,Hippoglossina.stomata,Hypsypops.rubicundus,Icichthys.lockingtoni,Idiacanthus.antrostomus,Lampadena.urophaos,Leuroglossus.stilbius,Lipolagus.ochotensis,Loweina.rara,Lyopsetta.exilis,Medialuna.californiensis,Merluccius.productus,Microstoma,Microstomus.pacificus,Nansenia.candida,Nansenia.crassa,Notolychnus.valdiviae,Notoscopelus.resplendens,Ophiodon.elongatus,Oxylebius.pictus,Paralichthys.californicus,Parophrys.vetulus,Peprilus.simillimus,Pleuronichthys.coenosus,Pleuronichthys.decurrens,Pleuronichthys.verticalis,Protomyctophum.crockeri,Psettichthys.melanostictus,Pseudobathylagus.milleri,Sardinops.sagax,Scomber.japonicus,Scorpaenichthys.marmoratus,Sebastes.aurora,Sebastes.diploproa,Sebastes.goodei,Sebastes.jordani,Sebastes.levis,Sebastes.paucispinis,Seriola.lalandi,Sphyraena.argentea,Stenobrachius.leucopsarus,Stomias.atriventer,Symbolophorus.californiensis,Symbolophorus.evermanni,Symphurus.atricaudus,Tactostoma.macropus,Tarletonbeania.crenularis,Tetragonurus.cuvieri,Trachurus.symmetricus,Triphoturus.mexicanus,Zoarcoidei,Anguilliformes1,Gonostomatidae1,Sternoptychidae1,Vinciguerria1,Scopelarchidae1,Paralepididae1,Myctophum1,Diaphus1,Nannobrachium1,Hygophum1,Macrouridae1,Ophidiiformes1,Lampridiformes1,Melamphaidae1,Syngnathus1,Sebastes1,Scorpaena1,Sebastolobus1,Cottidae1,Agonidae1,Cyclopteridae1,Paralabrax1,Sciaenidae1,Labridae1,Chiasmodon1,Clinidae1,Hypsoblennius1,Gobiidae1,Citharichthys1,Pleuronichthys1
6724,83.3 110 8901 JD,8901,JD,83.3,110,-124.1683333,31.91166667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,63.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,86.7 33 8901 JD,8901,JD,86.7,33,-118.4933333,33.89,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.3,0,0,0,0,0,0,0,0,0,9.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.94,0,0,0,54.78,0,0,0,114.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.74,0,0,34.86,0,0,0,378.48,0,0,0,0,14.94,0,0
6726,86.7 35 8901 JD,8901,JD,86.7,35,-118.6283333,33.825,1989,winter,32.83950617,0,0,0,0,0,0,10.94650206,0,0,0,0,0,0,569.218107,0,0,0,0,0,0,0,0,0,65.67901235,0,0,0,0,10.94650206,0,0,0,0,0,0,0,0,0,10.94650206,0,0,0,0,10.94650206,0,0,0,0,0,0,0,0,32.83950617,0,0,0,0,10.94650206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.73251029,0,0,0,0,0,0,0,0,0,0,0,0,10.94650206,0
6727,86.7 45 8901 JD,8901,JD,86.7,45,-119.3183333,33.49,1989,winter,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,88.57,0,0,0,0,0,0,0,0,0,182.35,5.21,0,0,0,458.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,0,0,0,0,10.42,0,0,0,46.89,0,135.46,0,0,46.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,0,0,10.42,0,0,0,0,0,0,1099.31,0,0,0,0,0,0,0,0,0,0,0,0,41.68,0
6728,86.7 50 8901 JD,8901,JD,86.7,50,-119.6633333,33.32333333,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.65,0,9.7,0,0,63.05,0,0,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.7,0,0,9.7,0,4.85,0,4.85,0,0,0,0,4.85,4.85,0
6729,86.7 55 8901 JD,8901,JD,86.7,55,-120.0066667,33.15666667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.27,0,0,0,0,0,0,0,0,0,217.14,10.34,10.34,0,0,754.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.36,0,31.02,0,0,87.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,527.34,0,0,0,0,0,0,0,0,0,0,0,5.17,10.34,0
6730,86.7 60 8901 JD,8901,JD,86.7,60,-120.3483333,32.99,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54,0,0,126.48,0,0,0,0,0,0,0,0,0,0,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54,0,0,0,0,0,0,94.86,0,0,0,0,0,0,0,0,0,0,0,0,10.54,0
6731,86.7 70 8901 JD,8901,JD,86.7,70,-121.035,32.65666667,1989,winter,0,0,0,0,0,0,10.72,0,0,0,5.36,0,0,0,5.36,0,0,0,0,0,0,0,5.36,0,5.36,10.72,0,0,0,761.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.08,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72,0,5.36,0,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6732,86.7 80 8901 JD,8901,JD,86.7,80,-121.715,32.32333333,1989,winter,0,0,0,0,0,0,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,9.68,0,0,0,280.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,4.84,0,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6733,86.7 90 8901 JD,8901,JD,86.7,90,-122.395,31.99,1989,winter,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82,4.91,0,0,98.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6734,86.7 100 8901 JD,8901,JD,86.7,100,-123.07,31.65666667,1989,winter,0,0,0,5.36,0,0,5.36,0,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.52,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,5.36,0,0,0,0,0,0,0,0,0,5.36,10.72,0,0,0,0,0,21.44,0,0,0,0,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6735,86.7 110 8901 JD,8901,JD,86.7,110,-123.7433333,31.32333333,1989,winter,0,0,0,0,0,0,0,0,0,0,21.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.15,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,0,16.29,0,0,0,0,0,0,0,0,0,0,10.86,5.43,0,5.43,0,0,10.86,0,0,0,0,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6736,90 28 8901 JD,8901,JD,90,28,-117.7683333,33.48333333,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0
6737,90 30 8901 JD,8901,JD,90,30,-117.905,33.41833333,1989,winter,63.72,0,0,0,0,0,0,0,0,0,0,0,0,0,265.5,0,0,0,0,0,0,0,0,0,53.1,5.31,0,0,0,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.86,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,0,0,0,0,0,0,0,0,0,0,0,0,21.24,0
6738,90 35 8901 JD,8901,JD,90,35,-118.25,33.25166667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.08,0,0,0,0,0,0,0,0,0,15.96,5.32,0,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.64,0,0,0,0,0,0,0,0,5.32,0,0,0,0,5.32,0,0,0,0,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28,0,0,0,0,0,0,0,0,0,0,0,5.32,15.96,0
6739,90 37 8901 JD,8901,JD,90,37,-118.3866667,33.185,1989,winter,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.82,0,0,0,0,0,0,0,0,0,177.14,0,0,0,0,156.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0,83.36,0,10.42,0,0,104.2,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0,0,0,0,0,52.1,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0
6740,90 45 8901 JD,8901,JD,90,45,-118.9333333,32.91833333,1989,winter,0,0,0,0,21.12,0,0,0,0,0,5.28,0,0,0,517.44,0,0,0,0,0,0,5.28,0,0,147.84,26.4,0,0,0,147.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.68,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6741,90 53 8901 JD,8901,JD,90,53,-119.4833333,32.65166667,1989,winter,0,0,0,0,11.15463918,0,0,0,0,0,0,0,0,0,479.6494845,0,0,0,0,0,0,0,0,0,89.2371134,0,0,0,0,345.7938144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.77319588,0,44.6185567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.30927835,0,0,0,0,0,0,0,0,0,0,0,0,836.5979381,0,0,0,0,0,0,0,0,0,0,0,0,66.92783505,0
6742,90 60 8901 JD,8901,JD,90,60,-119.96,32.41666667,1989,winter,0,0,0,0,0,0,10.18,0,0,0,0,0,0,0,264.68,0,0,0,0,0,0,0,0,0,264.68,35.63,0,0,0,117.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.27,0,0,0,0,0,0,0,0,5.09,0,0,0,0,10.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,0,0,0,0,0,91.62,0,0,0,0,0,0,0,0,0,0,0,0,30.54,0
6743,90 70 8901 JD,8901,JD,90,70,-120.6383333,32.08333333,1989,winter,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.15,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,14.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6744,90 80 8901 JD,8901,JD,90,80,-121.315,31.75166667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,0
6745,90 100 8901 JD,8901,JD,90,100,-122.66,31.08333333,1989,winter,0,0,0,0,0,0,0,0,0,0,8.98,0,0,0,13.47,0,0,0,0,0,0,0,0,0,0,13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6746,90 110 8901 JD,8901,JD,90,110,-123.3316667,30.75166667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6747,90 120 8901 JD,8901,JD,90,120,-123.9983333,30.41833333,1989,winter,0,0,0,0,0,0,0,0,0,0,30.24,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,10.08,5.04,25.2,0,0,0,0,10.08,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6748,93.3 26.7 8901 JD,8901,JD,93.3,26.7,-117.3033333,32.95666667,1989,winter,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,239.61,0,0,0,0,0,0,0,0,0,4.89,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,0,0,0,0,0,0,0,0,0,0,0,0,9.78,0
6749,93.3 28 8901 JD,8901,JD,93.3,28,-117.3933333,32.91333333,1989,winter,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,69.55,0,0,0,0,0,0,0,0,0,64.2,0,0,0,0,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,16.05,0
6750,93.3 30 8901 JD,8901,JD,93.3,30,-117.53,32.85,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.86419753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.81893004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.90946502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95473251,0
6751,93.3 35 8901 JD,8901,JD,93.3,35,-117.875,32.68333333,1989,winter,0,0,0,0,0,0,0,10.56,0,0,0,0,0,0,52.8,0,0,0,0,0,0,0,0,0,31.68,5.28,0,0,0,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6752,93.3 40 8901 JD,8901,JD,93.3,40,-118.2433333,32.47,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.67,0,0,0,0,0,0,0,0,0,86.24,5.39,0,0,0,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78,0,0,0,0,0,0,0,0,5.39,0,0,0,0,10.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0
6753,93.3 45 8901 JD,8901,JD,93.3,45,-118.55,32.34333333,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395.6,0,0,0,0,0,0,0,0,0,566.8,10.4,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5.2,0,0,46.8,0,0,0,0,0,5.2,0,0,0,0,0,0,5.2,0,0,0,0,0,10.4,0,0,0,0,0,0,62.4,0,0,0,0,0,0,0,0,0,0,0,0,41.6,0
6754,93.3 50 8901 JD,8901,JD,93.3,50,-118.8916667,32.18166667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,0,124.56,0,0,0,0,280.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.95,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0
6755,93.3 55 8901 JD,8901,JD,93.3,55,-119.2333333,32.01333333,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.6557377,0,0,0,0,0,0,0,0,0,396.6188525,11.33196721,0,0,0,294.6311475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99590164,0,0,0,0,0,0,0,0,0,0,11.33196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.65983607,0,0,0,0,0,0,0,0,0,0,0,0,11.33196721,0
6756,93.3 60 8901 JD,8901,JD,93.3,60,-119.5716667,31.84666667,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.58,16.29,0,0,0,38.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43,0
6757,93.3 70 8901 JD,8901,JD,93.3,70,-120.2466667,31.51333333,1989,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6758,93.3 80 8901 JD,8901,JD,93.3,80,-120.92,31.18,1989,winter,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6759,93.3 90 8901 JD,8901,JD,93.3,90,-121.5966667,30.855,1989,winter,0,0,0,0,0,0,0,0,0,0,20.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,5.06,5.06,0,10.12,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0
6760,93.3 100 8901 JD,8901,JD,93.3,100,-122.2583333,30.51333333,1989,winter,0,0,0,5.22,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,10.44,0,0,0,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6761,93.3 110 8901 JD,8901,JD,93.3,110,-122.925,30.18,1989,winter,0,0,0,4.96,0,0,4.96,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6762,93.3 120 8901 JD,8901,JD,93.3,120,-123.5866667,29.84666667,1989,winter,0,0,0,0,0,0,116.6,0,0,0,58.3,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,79.5,5.3,26.5,0,5.3,5.3,0,10.6,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7135,76.7 49 8810 NH,8810,NH,76.7,49,-120.7766667,35.08833333,1988,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.25,0,0,0,0,4.35,0,0,0,0,4.35,0,0,0,0,21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,60.9,0
7136,76.7 51 8810 NH,8810,NH,76.7,51,-120.92,35.02166667,1988,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74556213,0,0,0,0,0,0,0,0,0,9.349112426,0,0,0,0,56.09467456,0,0,0,0,0,0,0,0,0,0,9.349112426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.349112426,0,0,0,0,0,74.79289941,0
7137,76.7 55 8810 NH,8810,NH,76.7,55,-121.2,34.88833333,1988,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79831933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79831933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.7815126,0
7138,76.7 60 8810 NH,8810,NH,76.7,60,-121.555,34.71833333,1988,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.567901235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.27160494,0
7139,76.7 70 8810 NH,8810,NH,76.7,70,-122.2466667,34.38833333,1988,fall,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,4.96,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.76,0
7140,76.7 80 8810 NH,8810,NH,76.7,80,-122.9433333,34.055,1988,fall,0,0,0,0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,0
7141,76.7 90 8810 NH,8810,NH,76.7,90,-123.6333333,33.72,1988,fall,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,0,0,19.48,0
7142,76.7 100 8810 NH,8810,NH,76.7,100,-124.3216667,33.39166667,1988,fall,0,4.97,0,29.82,0,0,24.85,0,0,0,19.88,0,0,0,0,0,0,0,0,0,0,0,9.94,0,0,0,0,0,0,0,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,4.97,0,0,0,0,19.88,0,44.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7143,80 51 8810 NH,8810,NH,80,51,-120.5266667,34.45,1988,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,8.78,0,0,0,0,0,17.56,0
7144,80 55 8810 NH,8810,NH,80,55,-120.8016667,34.31666667,1988,fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.13229572,0,0,0,0,0,0,0,0,0,28.13229572,0,0,0,0,28.13229572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75486381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.377431907,0,0,0,112.5291829,0,0,0,0,0,0,9.377431907,0,0,0,0,0,196.92607,0
